timestamp,open,high,low,close,volume
2024-01-01 00:00:00,42278.79,42552.9,42278.79,42488.93,16.38632
2024-01-01 01:00:00,42488.89,42682.0,42425.4,42570.11,10.33035
2024-01-01 02:00:00,42600.36,42610.16,42507.14,42558.62,2.36116
2024-01-01 03:00:00,42589.35,42589.38,42260.45,42320.95,7.21879
2024-01-01 04:00:00,42338.81,42391.77,42226.36,42354.2,2.5411
2024-01-01 05:00:00,42354.27,42392.33,42212.0,42244.32,2.39085
2024-01-01 06:00:00,42254.9,42456.9,42224.32,42412.37,4.02119
2024-01-01 07:00:00,42383.39,42500.0,42383.39,42490.0,3.63702
2024-01-01 08:00:00,42466.74,42545.07,42450.23,42528.98,4.77631
2024-01-01 09:00:00,42528.98,42679.99,42528.98,42614.78,4.2937
2024-01-01 10:00:00,42632.78,42744.34,42630.77,42680.24,2.76749
2024-01-01 11:00:00,42699.79,42773.73,42598.71,42666.4,8.28961
2024-01-01 12:00:00,42700.0,42771.88,42612.16,42652.62,2.15425
2024-01-01 13:00:00,42667.63,42734.99,42611.87,42711.04,1.47947
2024-01-01 14:00:00,42710.01,42710.01,42590.34,42627.61,0.7773
2024-01-01 15:00:00,42626.65,42800.0,42592.96,42749.39,4.86048
2024-01-01 16:00:00,42749.32,42798.23,42622.86,42630.53,6.27413
2024-01-01 17:00:00,42659.98,42763.4,42630.48,42763.4,8.30072
2024-01-01 18:00:00,42763.4,43104.63,42734.81,43064.6,14.37447
2024-01-01 19:00:00,43064.6,43340.32,43064.6,43328.05,11.80566
2024-01-01 20:00:00,43324.45,43700.0,43283.42,43620.0,29.69828
2024-01-01 21:00:00,43620.0,43714.66,43464.0,43608.1,10.48332
2024-01-01 22:00:00,43576.31,43648.99,43394.33,43518.97,3.91021
2024-01-01 23:00:00,43518.97,44000.0,43400.0,43999.99,14.39633
2024-01-02 00:00:00,43998.83,45136.4,43961.25,45059.83,57.89726
2024-01-02 01:00:00,45059.83,45349.86,44621.9,44799.99,38.01484
2024-01-02 02:00:00,44799.99,45402.28,44799.99,45400.0,19.75725
2024-01-02 03:00:00,45400.0,45475.0,45156.44,45392.69,12.0509
2024-01-02 04:00:00,45390.44,45457.35,45171.29,45180.0,9.87374
2024-01-02 05:00:00,45206.42,45331.63,45129.42,45182.98,12.91621
2024-01-02 06:00:00,45182.98,45298.23,45130.15,45176.82,7.66197
2024-01-02 07:00:00,45191.98,45558.99,45169.36,45438.04,24.24853
2024-01-02 08:00:00,45475.58,45852.89,45341.78,45753.93,22.30935
2024-01-02 09:00:00,45753.95,45889.62,45627.95,45676.46,10.47817
2024-01-02 10:00:00,45692.9,45727.74,45449.58,45556.41,5.30084
2024-01-02 11:00:00,45556.41,45690.91,45220.08,45406.03,7.24278
2024-01-02 12:00:00,45442.14,45581.19,45237.7,45267.76,13.44565
2024-01-02 13:00:00,45301.99,45699.09,45253.88,45635.07,7.4778
2024-01-02 14:00:00,45635.07,45798.99,45000.0,45272.38,21.77752
2024-01-02 15:00:00,45257.25,45300.0,44776.27,45157.6,17.46401
2024-01-02 16:00:00,45157.72,45388.06,44898.0,45373.85,14.73606
2024-01-02 17:00:00,45373.85,45373.85,44968.86,44968.86,16.16945
2024-01-02 18:00:00,44984.04,45247.24,44962.99,45135.78,14.2735
2024-01-02 19:00:00,45163.55,45215.24,44811.58,45028.22,17.81587
2024-01-02 20:00:00,45048.22,45164.83,44774.0,44788.5,13.95272
2024-01-02 21:00:00,44816.02,45096.56,44657.74,45096.56,15.29114
2024-01-02 22:00:00,45094.54,45273.81,44862.25,44968.12,9.55362
2024-01-02 23:00:00,44959.37,45037.14,44816.24,44953.74,9.86261
2024-01-03 00:00:00,44931.83,45200.0,44874.7,45140.0,8.34255
2024-01-03 01:00:00,45125.16,45308.67,45112.37,45306.39,5.16749
2024-01-03 02:00:00,45306.39,45399.75,45229.5,45264.75,10.08878
2024-01-03 03:00:00,45292.81,45305.64,45170.77,45286.17,5.07732
2024-01-03 04:00:00,45268.49,45286.17,45123.26,45199.12,3.92964
2024-01-03 05:00:00,45154.3,45300.0,45123.25,45180.0,1.7217
2024-01-03 06:00:00,45205.83,45302.5,45165.6,45272.48,15.9238
2024-01-03 07:00:00,45272.48,45341.78,44948.55,45036.44,23.66535
2024-01-03 08:00:00,45036.39,45205.14,44991.0,45161.01,6.17701
2024-01-03 09:00:00,45161.85,45489.66,45161.85,45353.46,7.96845
2024-01-03 10:00:00,45353.47,45395.05,45055.43,45177.24,4.55642
2024-01-03 11:00:00,45137.42,45192.65,43750.97,43970.13,35.5858
2024-01-03 12:00:00,43969.8,44050.15,42250.0,42917.0,53.4523
2024-01-03 13:00:00,42916.99,42917.0,42400.0,42517.24,27.41215
2024-01-03 14:00:00,42537.69,42592.95,42045.02,42190.03,23.23633
2024-01-03 15:00:00,42236.2,43032.37,42193.91,43022.24,20.875
2024-01-03 16:00:00,42970.91,44078.66,42931.92,43041.3,30.90463
2024-01-03 17:00:00,43041.3,43041.3,42623.75,42903.89,27.47982
2024-01-03 18:00:00,42865.54,43047.49,42190.0,42271.56,13.25603
2024-01-03 19:00:00,42271.57,43066.7,42175.15,42639.85,23.5779
2024-01-03 20:00:00,42594.31,42839.06,42528.53,42736.92,11.71275
2024-01-03 21:00:00,42736.79,42979.7,42603.03,42922.95,17.32868
